subject	subject_label	object	object_label	ordo_id	ordo_id_label	preferred_object	preferred_object_label	preferred_edge_source	preferred_edge_source_label
MONDO:0011331	congenital chylothorax	MONDO:0017015	primary interstitial lung disease specific to childhood	Orphanet:264688	None	MONDO:0002037	pleural disorder	MESH:C535461/inferred	None
MONDO:0011359	acromelic frontonasal dysostosis	MONDO:0016643	frontonasal dysplasia	Orphanet:1827	None	MONDO:0800085	dysostosis with predominant craniofacial involvement	PMID:31633310	None
MONDO:0011359	acromelic frontonasal dysostosis	MONDO:0018237	acrofacial dysostosis	Orphanet:1827	None	MONDO:0800085	dysostosis with predominant craniofacial involvement	PMID:31633310	None
MONDO:0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO:0016106	progressive muscular dystrophy	Orphanet:178464	None	MONDO:0100494	autosomal dominant titinopathy	https://clinicalgenome.org/affiliation/40031/	None
MONDO:0011362	myopathy, myofibrillar, 9, with early respiratory failure	MONDO:0016112	hereditary inclusion-body myopathy	Orphanet:178464	None	MONDO:0100494	autosomal dominant titinopathy	https://clinicalgenome.org/affiliation/40031/	None
MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts	MONDO:0019046	leukodystrophy	Orphanet:2478	None	MONDO:0000137	leukoencephalopathy, megalencephalic	DC-OMIM:604004	None
MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts	MONDO:0019046	leukodystrophy	Orphanet:2478	None	MONDO:0000137	leukoencephalopathy, megalencephalic	OMIM:604004	None
MONDO:0011412	familial encephalopathy with neuroserpin inclusion bodies	MONDO:0020074	progressive myoclonus epilepsy	Orphanet:85110	None	MONDO:0100198	Mendelian encephalopathy	https://orcid.org/0000-0001-5208-3432	None
MONDO:0011420	short stature due to partial GHR deficiency	MONDO:0015892	growth hormone insensitivity syndrome	Orphanet:314802	None	MONDO:0006909	pituitary dwarfism	MESH:C565805	None
MONDO:0011423	autosomal recessive limb-girdle muscular dystrophy type 2E	MONDO:0016142	qualitative or quantitative defects of beta-sarcoglycan	Orphanet:119	None	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	DOID:0110279	None
MONDO:0011423	autosomal recessive limb-girdle muscular dystrophy type 2E	MONDO:0016142	qualitative or quantitative defects of beta-sarcoglycan	Orphanet:119	None	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	MONDO:Redundant	None
MONDO:0011423	autosomal recessive limb-girdle muscular dystrophy type 2E	MONDO:0016142	qualitative or quantitative defects of beta-sarcoglycan	Orphanet:119	None	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	OMIM:604286	None
MONDO:0011424	Carney triad	MONDO:0015079	multiple polyglandular tumor	Orphanet:139411	None	MONDO:0021058	neoplastic syndrome	NCIT:C94833	None
MONDO:0011426	aceruloplasminemia	MONDO:0017763	disorder of iron metabolism and transport	Orphanet:48818	None	MONDO:0019118	inherited retinal dystrophy	MONDO:Redundant	None
MONDO:0011426	aceruloplasminemia	MONDO:0018307	neurodegeneration with brain iron accumulation	Orphanet:48818	None	MONDO:0019118	inherited retinal dystrophy	MONDO:Redundant	None
MONDO:0011429	juvenile idiopathic arthritis	MONDO:0005554	rheumatic disorder	Orphanet:92	None	MONDO:0005578	arthritic joint disease	DOID:676/inferred	None
MONDO:0011429	juvenile idiopathic arthritis	MONDO:0005554	rheumatic disorder	Orphanet:92	None	MONDO:0005578	arthritic joint disease	MESH:D001171	None
MONDO:0011429	juvenile idiopathic arthritis	MONDO:0005554	rheumatic disorder	Orphanet:92	None	MONDO:0005578	arthritic joint disease	NCIT:C114357	None
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:98920	None	MONDO:0001516	spinal muscular atrophy	DC-OMIM:604320	None
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:98920	None	MONDO:0001516	spinal muscular atrophy	DOID:0111064	None
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:98920	None	MONDO:0001516	spinal muscular atrophy	MESH:C536880	None
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:98920	None	MONDO:0001516	spinal muscular atrophy	MONDO:Redundant	None
MONDO:0011449	Salla disease	MONDO:0019366	free sialic acid storage disease	Orphanet:309334	None	MONDO:0017706	disorder of carbohydrate transmembrane transport and absorption	PMID:33340416	None
MONDO:0011452	hypotrichosis 7	MONDO:0008686	isolated familial woolly hair disorder	Orphanet:170/btnt	None	MONDO:0003037	hypotrichosis	DOID:0110704	None
MONDO:0011452	hypotrichosis 7	MONDO:0008686	isolated familial woolly hair disorder	Orphanet:170/btnt	None	MONDO:0003037	hypotrichosis	MESH:C536973/inferred	None
MONDO:0011452	hypotrichosis 7	MONDO:0008686	isolated familial woolly hair disorder	Orphanet:170/btnt	None	MONDO:0003037	hypotrichosis	MONDO:Redundant	None
MONDO:0011452	hypotrichosis 7	MONDO:0008686	isolated familial woolly hair disorder	Orphanet:170/btnt	None	MONDO:0003037	hypotrichosis	OMIM:604379	None
MONDO:0011452	hypotrichosis 7	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	DOID:0110704	None
MONDO:0011452	hypotrichosis 7	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	MESH:C536973/inferred	None
MONDO:0011452	hypotrichosis 7	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	MONDO:Redundant	None
MONDO:0011452	hypotrichosis 7	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	OMIM:604379	None
MONDO:0011472	epidermolysis bullosa simplex due to plakophilin deficiency	MONDO:0015550	suprabasal epidermolysis bullosa simplex	Orphanet:158668	None	MONDO:0019287	ectodermal dysplasia syndrome	MESH:C536183	None
MONDO:0011479	postural orthostatic tachycardia syndrome	MONDO:0015914	primary orthostatic hypotension	Orphanet:443236	None	MONDO:0000992	heart conduction disease	DOID:0111154	None
MONDO:0011496	mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	MONDO:0016761	spondyloepiphyseal dysplasia	Orphanet:93279	None	MONDO:0022800	type 2 collagenopathy	PMID:31633310	None
MONDO:0011514	tricuspid atresia	MONDO:0020289	congenital tricuspid malformation	Orphanet:1209	None	MONDO:0005453	congenital heart disease	MESH:D018785	None
MONDO:0011514	tricuspid atresia	MONDO:0020289	congenital tricuspid malformation	Orphanet:1209	None	MONDO:0005453	congenital heart disease	NCIT:C85202	None
MONDO:0011544	paragangliomas 3	MONDO:0017366	hereditary pheochromocytoma-paraganglioma	Orphanet:29072/btnt	None	MONDO:0000448	paraganglioma	DC-OMIM:605373	None
MONDO:0011544	paragangliomas 3	MONDO:0017366	hereditary pheochromocytoma-paraganglioma	Orphanet:29072/btnt	None	MONDO:0000448	paraganglioma	MONDO:Redundant	None
MONDO:0011544	paragangliomas 3	MONDO:0017366	hereditary pheochromocytoma-paraganglioma	Orphanet:29072/btnt	None	MONDO:0000448	paraganglioma	OMIM:605373	None
MONDO:0011551	TH-deficient dopa-responsive dystonia	MONDO:0017307	disorder of tyrosine metabolism	Orphanet:101150	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0011551	TH-deficient dopa-responsive dystonia	MONDO:0017307	disorder of tyrosine metabolism	Orphanet:101150	None	MONDO:0016812	dopa-responsive dystonia	MONDO:Redundant	None
MONDO:0011551	TH-deficient dopa-responsive dystonia	MONDO:0017307	disorder of tyrosine metabolism	Orphanet:101150	None	MONDO:0100064	tyrosine hydroxylase deficiency	https://orcid.org/0000-0002-5655-9589	None
MONDO:0011581	arrhythmogenic cardiomyopathy with woolly hair and keratoderma	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:65282	None	MONDO:0100080	cardioectodermal syndrome	https://orcid.org/0000-0002-6733-369X	None
MONDO:0011585	autosomal recessive distal spinal muscular atrophy 2	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:139552	None	MONDO:0001516	spinal muscular atrophy	DC-OMIM:605726	None
MONDO:0011585	autosomal recessive distal spinal muscular atrophy 2	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:139552	None	MONDO:0001516	spinal muscular atrophy	DOID:0111065	None
MONDO:0011585	autosomal recessive distal spinal muscular atrophy 2	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:139552	None	MONDO:0001516	spinal muscular atrophy	MESH:C535715	None
MONDO:0011603	GNE myopathy	MONDO:0016112	hereditary inclusion-body myopathy	Orphanet:602	None	MONDO:0007827	inclusion body myositis	OMIM:605820/inferred	None
MONDO:0011604	spondylo-ocular syndrome	MONDO:0020247	congenital vitreoretinal dysplasia	Orphanet:85194	None	MONDO:0800064	osteogenesis imperfecta and a reduction of bone mineral density.	PMID:31633310	None
MONDO:0011638	neuroferritinopathy	MONDO:0015548	Huntington disease-like syndrome	Orphanet:157846	None	MONDO:0018307	neurodegeneration with brain iron accumulation	DC-OMIM:606159	None
MONDO:0011638	neuroferritinopathy	MONDO:0015548	Huntington disease-like syndrome	Orphanet:157846	None	MONDO:0018307	neurodegeneration with brain iron accumulation	DOID:0110737	None
MONDO:0011638	neuroferritinopathy	MONDO:0015548	Huntington disease-like syndrome	Orphanet:157846	None	MONDO:0018307	neurodegeneration with brain iron accumulation	OMIM:606159	None
MONDO:0011638	neuroferritinopathy	MONDO:0017763	disorder of iron metabolism and transport	Orphanet:157846	None	MONDO:0018307	neurodegeneration with brain iron accumulation	DC-OMIM:606159	None
MONDO:0011638	neuroferritinopathy	MONDO:0017763	disorder of iron metabolism and transport	Orphanet:157846	None	MONDO:0018307	neurodegeneration with brain iron accumulation	DOID:0110737	None
MONDO:0011638	neuroferritinopathy	MONDO:0017763	disorder of iron metabolism and transport	Orphanet:157846	None	MONDO:0018307	neurodegeneration with brain iron accumulation	OMIM:606159	None
MONDO:0011669	hypotonia-cystinuria syndrome	MONDO:0004069	inborn mitochondrial metabolism disorder	Orphanet:238517	None	MONDO:0002254	syndromic disease	DOID:0060858	None
MONDO:0011669	hypotonia-cystinuria syndrome	MONDO:0004069	inborn mitochondrial metabolism disorder	Orphanet:238517	None	MONDO:0019216	inborn disorder of amino acid transport	PMID:33340416	None
MONDO:0011686	DNA ligase IV deficiency	MONDO:0021147	disorder of development or morphogenesis	Orphanet:99812	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0011686	DNA ligase IV deficiency	MONDO:0021147	disorder of development or morphogenesis	Orphanet:99812	None	MONDO:0002254	syndromic disease	NCIT:C122657	None
MONDO:0011686	DNA ligase IV deficiency	MONDO:0021147	disorder of development or morphogenesis	Orphanet:99812/inferred	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0011686	DNA ligase IV deficiency	MONDO:0021147	disorder of development or morphogenesis	Orphanet:99812/inferred	None	MONDO:0002254	syndromic disease	NCIT:C122657	None
MONDO:0011686	DNA ligase IV deficiency	MONDO:0021147	disorder of development or morphogenesis	Orphanet:99812	None	MONDO:0017855	T-B- severe combined immunodeficiency	PMID:31953710	None
MONDO:0011686	DNA ligase IV deficiency	MONDO:0021147	disorder of development or morphogenesis	Orphanet:99812/inferred	None	MONDO:0017855	T-B- severe combined immunodeficiency	PMID:31953710	None
MONDO:0011706	Kufor-Rakeb syndrome	MONDO:0018307	neurodegeneration with brain iron accumulation	Orphanet:306674	None	MONDO:0000828	juvenile-onset Parkinson disease	DOID:0060556	None
MONDO:0011740	Carney-Stratakis syndrome	MONDO:0015079	multiple polyglandular tumor	Orphanet:97286	None	MONDO:0015356	hereditary neoplastic syndrome	NCIT:C94831	None
MONDO:0011771	distal spinal muscular atrophy type 3	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:139547	None	MONDO:0001516	spinal muscular atrophy	DC-OMIM:607088	None
MONDO:0011771	distal spinal muscular atrophy type 3	MONDO:0015363	autosomal recessive distal hereditary motor neuropathy	Orphanet:139547	None	MONDO:0001516	spinal muscular atrophy	MESH:C564626	None
MONDO:0011776	CINCA syndrome	MONDO:0016168	cryopyrin-associated periodic syndrome	Orphanet:1451	None	MONDO:0800092	hereditary inflammatory or rheumatoid-like osteoarthropathy	PMID:31633310	None
MONDO:0011781	spinocerebellar ataxia type 17	MONDO:0015548	Huntington disease-like syndrome	Orphanet:98759	None	MONDO:0000114	cerebelloparenchymal disorder	DC-OMIM:213100	None
MONDO:0011855	granular corneal dystrophy type II	MONDO:0020213	stromal corneal dystrophy	Orphanet:98963	None	MONDO:0000764	epithelial-stromal TGFBI dystrophy	DOID:0060444	None
MONDO:0011874	neonatal ichthyosis-sclerosing cholangitis syndrome	MONDO:0018646	sclerosing cholangitis	Orphanet:59303	None	MONDO:0015509	hereditary biliary tract disease	MONDO:Redundant	None
MONDO:0011879	neuronopathy, distal hereditary motor, type 7B	MONDO:0015355	distal hereditary motor neuropathy type 7	Orphanet:139589/btnt	None	MONDO:0000075	neuronopathy, distal hereditary motor	DC-OMIM:607641	None
MONDO:0011879	neuronopathy, distal hereditary motor, type 7B	MONDO:0015355	distal hereditary motor neuropathy type 7	Orphanet:139589/btnt	None	MONDO:0000075	neuronopathy, distal hereditary motor	MONDO:Redundant	None
MONDO:0011883	Curly hair - acral keratoderma - caries syndrome	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:307766	None	MONDO:0017666	diffuse palmoplantar keratoderma	MONDO:0020094-obsoleted	None
MONDO:0011884	hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:307936	None	MONDO:0017672	focal palmoplantar keratoderma	MONDO:0020095-obsoleted	None
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	MONDO:0020297	Noonan syndrome and Noonan-related syndrome	Orphanet:2701	None	MONDO:0021034	hereditary alopecia	MONDO:Redundant	None
MONDO:0011932	hypotrichosis 6	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	DOID:0110703	None
MONDO:0011932	hypotrichosis 6	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	MESH:C564312	None
MONDO:0011932	hypotrichosis 6	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	MONDO:Redundant	None
MONDO:0011932	hypotrichosis 6	MONDO:0018914	hypotrichosis simplex	Orphanet:55654/btnt	None	MONDO:0003037	hypotrichosis	OMIM:607903	None
MONDO:0011951	amyotrophic lateral sclerosis type 6	MONDO:0017161	frontotemporal dementia with motor neuron disease	Orphanet:275872/btnt	None	MONDO:0005144	familial amyotrophic lateral sclerosis	DOID:0060198	None
MONDO:0011951	amyotrophic lateral sclerosis type 6	MONDO:0017161	frontotemporal dementia with motor neuron disease	Orphanet:275872/btnt	None	MONDO:0005144	familial amyotrophic lateral sclerosis	MESH:C567699	None
MONDO:0011951	amyotrophic lateral sclerosis type 6	MONDO:0017161	frontotemporal dementia with motor neuron disease	Orphanet:275872/btnt	None	MONDO:0005144	familial amyotrophic lateral sclerosis	MONDO:Redundant	None
MONDO:0011951	amyotrophic lateral sclerosis type 6	MONDO:0017161	frontotemporal dementia with motor neuron disease	Orphanet:275872/btnt	None	MONDO:0005144	familial amyotrophic lateral sclerosis	OMIM:608030	None
MONDO:0011959	sweet syndrome	MONDO:0005554	rheumatic disorder	Orphanet:3243	None	MONDO:0002254	syndromic disease	NCIT:C85177	None
MONDO:0011959	sweet syndrome	MONDO:0005554	rheumatic disorder	Orphanet:3243	None	MONDO:0005093	skin disorder	MONDO:0019546-obsoleted	None
MONDO:0011963	Joubert syndrome 2	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	DC-OMIM:608091	None
MONDO:0011963	Joubert syndrome 2	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	DOID:0110988	None
MONDO:0011963	Joubert syndrome 2	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	MONDO:Redundant	None
MONDO:0011963	Joubert syndrome 2	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	OMIM:608091	None
MONDO:0011975	paternal uniparental disomy of chromosome 14	MONDO:0016779	multiple congenital anomalies due to 14q32.2 maternally expressed gene defect	Orphanet:96334	None	MONDO:0700086	uniparental disomy	https://orcid.org/0000-0002-4142-7153	None
MONDO:0011988	neutrophil immunodeficiency syndrome	MONDO:0015978	functional neutrophil defect	Orphanet:183707	None	MONDO:0017855	T-B- severe combined immunodeficiency	PMID:31953710	None
MONDO:0012019	spondyloepiphyseal dysplasia, Kimberley type	MONDO:0016761	spondyloepiphyseal dysplasia	Orphanet:93283	None	MONDO:0018239	aggrecan-related bone disorder	PMID:31633310	None
MONDO:0012041	familial adenomatous polyposis 2	MONDO:0016362	attenuated familial adenomatous polyposis	Orphanet:247798	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0012041	familial adenomatous polyposis 2	MONDO:0016362	attenuated familial adenomatous polyposis	Orphanet:247798	None	MONDO:0021055	classic familial adenomatous polyposis	OMIM:608456	None
MONDO:0012043	Reis-Bucklers corneal dystrophy	MONDO:0020212	superficial corneal dystrophy	Orphanet:98961	None	MONDO:0000764	epithelial-stromal TGFBI dystrophy	DOID:0060453	None
MONDO:0012071	congenital generalized lipodystrophy type 1	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	Orphanet:528/btnt	None	MONDO:0006536	congenital generalized lipodystrophy	DC-OMIM:608594	None
MONDO:0012071	congenital generalized lipodystrophy type 1	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	Orphanet:528/btnt	None	MONDO:0006536	congenital generalized lipodystrophy	DOID:0111135	None
MONDO:0012071	congenital generalized lipodystrophy type 1	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	Orphanet:528/btnt	None	MONDO:0006536	congenital generalized lipodystrophy	MONDO:Redundant	None
MONDO:0012071	congenital generalized lipodystrophy type 1	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy	Orphanet:528/btnt	None	MONDO:0006536	congenital generalized lipodystrophy	OMIM:608594	None
MONDO:0012073	ribose-5-P isomerase deficiency	MONDO:0019046	leukodystrophy	Orphanet:440706	None	MONDO:0019231	inborn disorder of pentose phosphate metabolism	PMID:33340416	None
MONDO:0012078	Joubert syndrome 3	MONDO:0016364	Joubert syndrome with ocular defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	DC-OMIM:608629	None
MONDO:0012078	Joubert syndrome 3	MONDO:0016364	Joubert syndrome with ocular defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	DOID:0110998	None
MONDO:0012078	Joubert syndrome 3	MONDO:0016364	Joubert syndrome with ocular defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	MONDO:Redundant	None
MONDO:0012078	Joubert syndrome 3	MONDO:0016364	Joubert syndrome with ocular defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	NCIT:C148259	None
MONDO:0012078	Joubert syndrome 3	MONDO:0016364	Joubert syndrome with ocular defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	OMIM:608629	None
MONDO:0012080	neuronopathy, distal hereditary motor, type 2B	MONDO:0015352	distal hereditary motor neuropathy type 2	Orphanet:139525/btnt	None	MONDO:0000075	neuronopathy, distal hereditary motor	DC-OMIM:608634	None
MONDO:0012080	neuronopathy, distal hereditary motor, type 2B	MONDO:0015352	distal hereditary motor neuropathy type 2	Orphanet:139525/btnt	None	MONDO:0000075	neuronopathy, distal hereditary motor	MONDO:Redundant	None
MONDO:0012143	hereditary cryohydrocytosis with reduced stomatin	MONDO:0020102	hereditary stomatocytosis	Orphanet:168577	None	MONDO:0000508	syndromic intellectual disability	https://clinicalgenome.org/affiliation/40060/	None
MONDO:0012143	hereditary cryohydrocytosis with reduced stomatin	MONDO:0020102	hereditary stomatocytosis	Orphanet:168577	None	MONDO:0017706	disorder of carbohydrate transmembrane transport and absorption	PMID:33340416	None
MONDO:0012172	mitochondrial trifunctional protein deficiency	MONDO:0009637	inborn mitochondrial myopathy	Orphanet:746	None	MONDO:0002525	inherited lipid metabolism disorder	MONDO:Redundant	None
MONDO:0012172	mitochondrial trifunctional protein deficiency	MONDO:0009637	inborn mitochondrial myopathy	Orphanet:746	None	MONDO:0002525	inherited lipid metabolism disorder	NCIT:C98991	None
MONDO:0012206	Czech dysplasia, metatarsal type	MONDO:0016761	spondyloepiphyseal dysplasia	Orphanet:137678	None	MONDO:0022800	type 2 collagenopathy	PMID:31633310	None
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	MONDO:0020249	hereditary optic neuropathy	Orphanet:397618	None	MONDO:0019216	inborn disorder of amino acid transport	PMID:33340416	None
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	MONDO:0020249	hereditary optic neuropathy	Orphanet:397618	None	MONDO:0044203	foveal hypoplasia	OMIM:609218	None
MONDO:0012240	nemaline myopathy 4	MONDO:0015737	typical nemaline myopathy	Orphanet:171436/btnt	None	MONDO:0100196	TPM2-related myopathy	https://clinicalgenome.org/affiliation/40031/	None
MONDO:0012240	nemaline myopathy 4	MONDO:0015738	childhood-onset nemaline myopathy	Orphanet:171439/btnt	None	MONDO:0100196	TPM2-related myopathy	https://clinicalgenome.org/affiliation/40031/	None
MONDO:0012245	developmental and epileptic encephalopathy, 3	MONDO:0016022	early myoclonic encephalopathy	Orphanet:1935/btnt	None	MONDO:0100062	developmental and epileptic encephalopathy	DC-OMIM:609304	None
MONDO:0012245	developmental and epileptic encephalopathy, 3	MONDO:0016022	early myoclonic encephalopathy	Orphanet:1935/btnt	None	MONDO:0100062	developmental and epileptic encephalopathy	MONDO:Redundant	None
MONDO:0012245	developmental and epileptic encephalopathy, 3	MONDO:0016022	early myoclonic encephalopathy	Orphanet:1935/btnt	None	MONDO:0100062	developmental and epileptic encephalopathy	OMIM:609304	None
MONDO:0012271	mesoaxial synostotic syndactyly with phalangeal reduction	MONDO:0019530	non-syndromic syndactyly	Orphanet:157801	None	MONDO:0800066	polydactyly-syndactyly-triphalangism	PMID:31633310	None
MONDO:0012280	Goldberg-Shprintzen megacolon syndrome	MONDO:0021189	intestinal motility disease	Orphanet:66629	None	MONDO:0020158	eyelids malposition disorder	MONDO:0020169-obsoleted	None
MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form	MONDO:0019238	inborn disorder of pyrimidine metabolism	Orphanet:254875	None	MONDO:0018158	mitochondrial DNA depletion syndrome	DC-OMIM:609560	None
MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form	MONDO:0019238	inborn disorder of pyrimidine metabolism	Orphanet:254875	None	MONDO:0018158	mitochondrial DNA depletion syndrome	OMIM:609560	None
MONDO:0012342	7q11.23 microduplication syndrome	MONDO:0016958	partial duplication of the long arm of chromosome 7	Orphanet:96121	None	MONDO:0003847	hereditary disease	MESH:C565723/inferred	None
MONDO:0012360	congenital nongoitrous hypothryoidism 3	MONDO:0019995	peripheral resistance to thyroid hormones	Orphanet:97927/btnt	None	MONDO:0000045	hypothyroidism, congenital, nongoitrous	DC-OMIM:609893	None
MONDO:0012360	congenital nongoitrous hypothryoidism 3	MONDO:0019995	peripheral resistance to thyroid hormones	Orphanet:97927/btnt	None	MONDO:0000045	hypothyroidism, congenital, nongoitrous	OMIM:609893	None
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	MONDO:0016162	bilateral frontal polymicrogyria	Orphanet:208444/btnt	None	MONDO:0000904	complex cortical dysplasia with other brain malformations	DOID:0090132	None
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	MONDO:0016162	bilateral frontal polymicrogyria	Orphanet:208444/btnt	None	MONDO:0000904	complex cortical dysplasia with other brain malformations	MONDO:Redundant	None
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	MONDO:0016162	bilateral frontal polymicrogyria	Orphanet:208444/btnt	None	MONDO:0000904	complex cortical dysplasia with other brain malformations	OMIM:610031	None
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	MONDO:0016162	bilateral frontal polymicrogyria	Orphanet:300573	None	MONDO:0000904	complex cortical dysplasia with other brain malformations	DOID:0090132	None
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	MONDO:0016162	bilateral frontal polymicrogyria	Orphanet:300573	None	MONDO:0000904	complex cortical dysplasia with other brain malformations	MONDO:Redundant	None
MONDO:0012399	complex cortical dysplasia with other brain malformations 7	MONDO:0016162	bilateral frontal polymicrogyria	Orphanet:300573	None	MONDO:0000904	complex cortical dysplasia with other brain malformations	OMIM:610031	None
MONDO:0012406	hyperparathyroidism 3	MONDO:0015027	familial isolated hyperparathyroidism	Orphanet:99879/btnt	None	MONDO:0800096	abnormal mineralization disorder	PMID:31633310	None
MONDO:0012409	isolated microphthalmia 2	MONDO:0016764	isolated anophthalmia-microphthalmia syndrome	Orphanet:2542/btnt	None	MONDO:0000062	isolated microphthalmia	DC-OMIM:610093	None
MONDO:0012409	isolated microphthalmia 2	MONDO:0016764	isolated anophthalmia-microphthalmia syndrome	Orphanet:2542/btnt	None	MONDO:0000062	isolated microphthalmia	MONDO:Redundant	None
MONDO:0012409	isolated microphthalmia 2	MONDO:0016764	isolated anophthalmia-microphthalmia syndrome	Orphanet:2542/btnt	None	MONDO:0000062	isolated microphthalmia	OMIM:610093	None
MONDO:0012411	giant axonal neuropathy 2	MONDO:0018993	Charcot-Marie-Tooth disease type 2	Orphanet:401964	None	MONDO:0000128	giant axonal neuropathy	DC-OMIM:610100	None
MONDO:0012411	giant axonal neuropathy 2	MONDO:0018993	Charcot-Marie-Tooth disease type 2	Orphanet:401964	None	MONDO:0000128	giant axonal neuropathy	MONDO:Redundant	None
MONDO:0012411	giant axonal neuropathy 2	MONDO:0018993	Charcot-Marie-Tooth disease type 2	Orphanet:401964	None	MONDO:0000128	giant axonal neuropathy	OMIM:610100	None
MONDO:0012432	Joubert syndrome 5	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	DC-OMIM:610188	None
MONDO:0012432	Joubert syndrome 5	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	DOID:0111000	None
MONDO:0012432	Joubert syndrome 5	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	MONDO:Redundant	None
MONDO:0012432	Joubert syndrome 5	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0018772	Joubert syndrome	OMIM:610188	None
MONDO:0012432	Joubert syndrome 5	MONDO:0009480	Joubert syndrome with oculorenal defect	Orphanet:Inferred	None	MONDO:0100451	CEP290-related ciliopathy	https://clinicalgenome.org/affiliation/40072/	None
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	MONDO:0018237	acrofacial dysostosis	Orphanet:79113	None	MONDO:0000426	autosomal dominant disease	DOID:0080196	None
MONDO:0012516	mandibulofacial dysostosis-microcephaly syndrome	MONDO:0018237	acrofacial dysostosis	Orphanet:79113	None	MONDO:0000426	autosomal dominant disease	MONDO:Redundant	None
